Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,Version,int,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,ApprovalRuleScopeTypeId,int,No,,,PK,PK__ApprovalRuleScopeType,ApprovalRuleScopeTypeId,PRIMARY KEY CLUSTERED ([ApprovalRuleScopeTypeId] ASC),,,,,,,PK__ApprovalRuleScopeType,ApprovalRuleScopeTypeId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,ScopeCode,varchar(100),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,ScopeValue,varchar(255),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRuleScopeType,Object: Table [dbo].[ApprovalRuleScopeType] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,ApprovalStatusId,int,No,IDENTITY(1,1),IDENTITY,PK,PK_ApprovalStatus,ApprovalStatusId,PRIMARY KEY CLUSTERED ([ApprovalStatusId] ASC),,,,,,,PK_ApprovalStatus,ApprovalStatusId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key; Identity Column,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,ApprovalStatusTypeId,int,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,StatusName,nvarchar(100),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,StatusCode,nvarchar(50),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStatus,Object: Table [dbo].[ApprovalStatus] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,ApprovalStatusTypeId,int,No,IDENTITY(1,1),IDENTITY,PK,PK_ApprovalStatusType,ApprovalStatusTypeId,PRIMARY KEY CLUSTERED ([ApprovalStatusTypeId] ASC),,,,,,,PK_ApprovalStatusType,ApprovalStatusTypeId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key; Identity Column,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,StatusTypeName,nvarchar(100),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,StatusTypeCode,nvarchar(50),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,ModuleFunctionId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStatusType,Object: Table [dbo].[ApprovalStatusType] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,StepId,uniqueidentifier,No,,,PK,PK_ApprovalStep,StepId,PRIMARY KEY CLUSTERED ([StepId] ASC),,,,,,,PK_ApprovalStep,StepId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,RangeId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,StepOrder,int,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,StepName,nvarchar(100),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,ApprovalLogic,nvarchar(10),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,MinApproversRequired,int,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,TimeoutHours,int,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStep,Object: Table [dbo].[ApprovalStep] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalStepVerticalGroup,Object: Table [dbo].[ApprovalStepVerticalGroup] Script Date: 11/19/2025 9:13:21 PM,,VerticalGroupId,uniqueidentifier,No,,,PK,PK_ApprovalStepVerticalGroup,VerticalGroupId,PRIMARY KEY CLUSTERED ([VerticalGroupId] ASC),,,,,,,PK_ApprovalStepVerticalGroup,VerticalGroupId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
