Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,PermissionType,,N/A,PermissionTypeId,uniqueidentifier,No,,Primary key column,PK,,PermissionTypeId,PRIMARY KEY CLUSTERED ([PermissionTypeId] ASC),,,,,,,PK_PermissionType_Clustered,PermissionTypeId,BTREE,Yes,NOT NULL constraint enforced,Identity column with clustered primary key
dbo,PermissionType,,N/A,TypeCode,nvarchar(50),No,,Unique constraint column,UK,,TypeCode,UNIQUE NONCLUSTERED ([TypeCode] ASC),,,,,,,UK_PermissionType_TypeCode,TypeCode,BTREE,Yes,NOT NULL constraint enforced,Unique constraint on TypeCode
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION3,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION4,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION5,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,REFERENCE_NUMBER,char(8),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,POSTING_NET,,N/A,POSTING_NAME2,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,POSTING_ADDR,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,POSTING_ADDR2,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,POSTING_CITY,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,POSTING_STATE,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,POSTING_ZIP,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PRINT_STATUS,int,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,RECONCILIATION_STATUS,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION1_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION2_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION3_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION4_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DOC_DESCRIPTION5_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,CREATED,date,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,CREATED_BY,char(12),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PRINT_DEPOSIT_STATUS,int,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,BANK_REC_LINE,char(16),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,BANK_REC_ID,char(16),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,BANK_TRANSFER_ID,char(16),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PR_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,WORK_GEO_CODE,char(9),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,RES_GEO_CODE,char(9),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PAY_PERIOD,char(3),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PAYROLL_YEAR,int,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PAYROLL_QUARTER,int,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,BANK,char(10),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,FULL_REFERENCE,char(11),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DEPOSIT,varchar(8),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,RECEIPT,varchar(8),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,FULL_DEPOSIT,varchar(11),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,APAR_TYPE,char(2),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,POSTING_CAREOF,char(45),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,APPLY_EIN,char(5),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,TEMP_ID,char(20),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,BASIS,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,VENDOR_INVOICE,char(10),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DUE_DATE,date,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DISCOUNT_CODE,char(10),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DISCOUNT_DATE,date,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,DISCOUNT_AMOUNT,decimal(18,2),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PR_GROUP_ID,char(20),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,POSTING_BATCH_ID,char(14),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,F94X_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,TEMP_DOCID,char(16),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,TEMP_BANK_REC_LINE,char(16),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,TEMP_BANK_REC_ID,char(16),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,TEMP_BANK_TRANSFER_ID,char(16),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,PRINT_BATCH,date,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,APAR_MASTER,char(5),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,APAR_SUB,char(5),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,APAR_CODE,char(10),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,RR_FLAG,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,JOB_DETAIL_PRESENT,char(1),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,UI_GEO_CODE,char(9),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,POSTING_NET,,N/A,SORT_KEY,char(20),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingMethodType,,N/A,ProcessingMethodTypeId,int,No,,Primary key column with identity,PK,PK_ProcessingMethodType,ProcessingMethodTypeId,CONSTRAINT [PK_ProcessingMethodType] PRIMARY KEY CLUSTERED ([ProcessingMethodTypeId] ASC),,,,,,,PK_ProcessingMethodType,ProcessingMethodTypeId,BTREE,Yes,NOT NULL constraint enforced,Identity column (1,1) with clustered primary key
dbo,ProcessingMethodType,,N/A,MethodName,nvarchar(50),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingMethodType,,N/A,MethodCode,nvarchar(20),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingMethodType,,N/A,MethodDescription,nvarchar(200),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingMethodType,,N/A,IsDefault,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingMethodType,,N/A,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingMethodType,,N/A,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingMethodType,,N/A,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingMethodType,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingMethodType,,N/A,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingStageHistory,,N/A,HistoryId,uniqueidentifier,No,,Primary key column,PK,,HistoryId,PRIMARY KEY CLUSTERED ([HistoryId] ASC),,,,,,,PK_ProcessingStageHistory_Clustered,HistoryId,BTREE,Yes,NOT NULL constraint enforced,Single column primary key
dbo,ProcessingStageHistory,,N/A,QueueId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingStageHistory,,N/A,StageFrom,int,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingStageHistory,,N/A,StageTo,int,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingStageHistory,,N/A,StageResultId,int,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,ProcessingStageHistory,,N/A,Message,nvarchar(500),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingStageHistory,,N/A,ErrorDetails,nvarchar(max),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingStageHistory,,N/A,ProcessedBy,varchar(100),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingStageHistory,,N/A,DurationMs,int,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,ProcessingStageHistory,,N/A,StageDate,datetime,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,RefEntityObjectType,,N/A,RefEntityObjectTypeId,int,No,,Primary key column,PK,,RefEntityObjectTypeId,PRIMARY KEY CLUSTERED ([RefEntityObjectTypeId] ASC),,,,,,,PK_RefEntityObjectType_Clustered,RefEntityObjectTypeId,BTREE,Yes,NOT NULL constraint enforced,Single column primary key
dbo,RefEntityObjectType,,N/A,EntityDisplayName,nvarchar(255),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,RefEntityObjectType,,N/A,EntityTableName,nvarchar(128),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,RefEntityObjectType,,N/A,EntityPKColumn,nvarchar(128),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,RefEntityObjectType,,N/A,IsActive,bit,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,RefEntityObjectType,,N/A,CreatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,RefEntityObjectType,,N/A,CreatedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,RefEntityObjectType,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,RefEntityObjectType,,N/A,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,Role,,N/A,RoleId,uniqueidentifier,No,,Primary key column,PK,,RoleId,PRIMARY KEY CLUSTERED ([RoleId] ASC),,,,,,,PK_Role_Clustered,RoleId,BTREE,Yes,NOT NULL constraint enforced,Single column primary key
dbo,Role,,N/A,RoleName,nvarchar(128),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,Role,,N/A,RoleTypeId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,Role,,N/A,CustomerId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,Role,,N/A,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,Role,,N/A,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,Role,,N/A,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,Role,,N/A,UpdatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,Role,,N/A,UpdatedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,Role,,N/A,RoleDescription,nvarchar(max),Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,Role,,N/A,isAdminRole,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,Role,,N/A,IsSuperAdmin,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,RoleModuleFunctionPermission,,N/A,RoleModuleFunctionPermissionId,uniqueidentifier,No,,Primary key column,PK,,RoleModuleFunctionPermissionId,PRIMARY KEY CLUSTERED ([RoleModuleFunctionPermissionId] ASC),,,,,,,PK_RoleModuleFunctionPermission_Clustered,RoleModuleFunctionPermissionId,BTREE,Yes,NOT NULL constraint enforced,Single column primary key
dbo,RoleModuleFunctionPermission,,N/A,RoleId,uniqueidentifier,No,,Unique constraint column,UK,UQ_RoleModuleFunctionPermission_Role_ModuleFunctionPermission,"RoleId, ModuleFunctionPermissionId",CONSTRAINT [UQ_RoleModuleFunctionPermission_Role_ModuleFunctionPermission] UNIQUE NONCLUSTERED ([RoleId] ASC [ModuleFunctionPermissionId] ASC),,,,,,,UQ_RoleModuleFunctionPermission_Role_ModuleFunctionPermission,"RoleId, ModuleFunctionPermissionId",BTREE,Yes,NOT NULL constraint enforced,Unique constraint with ModuleFunctionPermissionId
dbo,RoleModuleFunctionPermission,,N/A,ModuleFunctionPermissionId,uniqueidentifier,No,,Unique constraint column,UK,UQ_RoleModuleFunctionPermission_Role_ModuleFunctionPermission,"RoleId, ModuleFunctionPermissionId",CONSTRAINT [UQ_RoleModuleFunctionPermission_Role_ModuleFunctionPermission] UNIQUE NONCLUSTERED ([RoleId] ASC [ModuleFunctionPermissionId] ASC),,,,,,,UQ_RoleModuleFunctionPermission_Role_ModuleFunctionPermission,"RoleId, ModuleFunctionPermissionId",BTREE,Yes,NOT NULL constraint enforced,Unique constraint with RoleId
dbo,RoleModuleFunctionPermission,,N/A,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,RoleModuleFunctionPermission,,N/A,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,RoleModuleFunctionPermission,,N/A,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,RoleModuleFunctionPermission,,N/A,UpdatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,NULL allowed,
dbo,RoleModuleFunctionPermission,,N/A,UpdatedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,NULL allowed,
