Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,ApprovalRule,,,,,,,,,,,,,,,,,,IX_ApprovalRule_Customer_Scope,"CustomerId ASC, ApprovalRuleScopeType ASC, IsActive ASC",NONCLUSTERED,No,"Customer and scope-based filtering with status","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalRule,,,CustomerId,,,,,,,,,,,,,,,,,,,Customer identification,Column referenced in IX_ApprovalRule_Customer_Scope index
dbo,ApprovalRule,,,ApprovalRuleScopeType,,,,,,,,,,,,,,,,,,,Approval rule scope classification,Column referenced in IX_ApprovalRule_Customer_Scope index
dbo,ApprovalRule,,,IsActive,,,,,,,,,,,,,,,,,,,Status filtering,Column referenced in IX_ApprovalRule_Customer_Scope index
dbo,ApprovalRule,,,,,,,,,,,,,,,,,,IX_ApprovalRule_Enterprise,EnterpriseId ASC,NONCLUSTERED,No,"Enterprise-based filtering with NULL condition","WHERE ([EnterpriseId] IS NOT NULL), PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalRule,,,EnterpriseId,,,,,,,,,,,,,,,,,,,Enterprise identification with NULL filtering,Column referenced in IX_ApprovalRule_Enterprise index with WHERE condition
dbo,ApprovalRule,,,,,,,,,,,,,,,,,,IX_ApprovalRule_Entity,EntityId ASC,NONCLUSTERED,No,"Entity-based filtering with NULL condition","WHERE ([EntityId] IS NOT NULL), PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalRule,,,EntityId,,,,,,,,,,,,,,,,,,,Entity identification with NULL filtering,Column referenced in IX_ApprovalRule_Entity index with WHERE condition
dbo,ApprovalRule,,,,,,,,,,,,,,,,,,IX_UC_ApprovalRule,"CustomerId ASC, EnterpriseId ASC, EntityId ASC, IsActive ASC",NONCLUSTERED,No,"Unique constraint-like index for active approval rules","WHERE ([IsActive]=(1)), PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalStep,,,,,,,,,,,,,,,,,,IX_ApprovalStep_Range,"RangeId ASC, StepOrder ASC",NONCLUSTERED,No,Range and step order filtering,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalStep,,,RangeId,,,,,,,,,,,,,,,,,,,Range identification,Column referenced in IX_ApprovalStep_Range index
dbo,ApprovalStep,,,StepOrder,,,,,,,,,,,,,,,,,,,Step ordering,Column referenced in IX_ApprovalStep_Range index
dbo,ApprovalStepVerticalGroup,,,,,,,,,,,,,,,,,,IX_ApprovalStepVerticalGroup_Level,"GroupLevel ASC, VerticalOrder ASC",NONCLUSTERED,No,Group level and vertical order filtering,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalStepVerticalGroup,,,GroupLevel,,,,,,,,,,,,,,,,,,,Group level classification,Column referenced in IX_ApprovalStepVerticalGroup_Level index
dbo,ApprovalStepVerticalGroup,,,VerticalOrder,,,,,,,,,,,,,,,,,,,Vertical ordering,Column referenced in IX_ApprovalStepVerticalGroup_Level index
dbo,ApprovalStepVerticalGroup,,,,,,,,,,,,,,,,,,IX_ApprovalStepVerticalGroup_Parent,ParentVerticalGroupId ASC,NONCLUSTERED,No,"Parent group filtering with NULL condition","WHERE ([ParentVerticalGroupId] IS NOT NULL), PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalStepVerticalGroup,,,ParentVerticalGroupId,,,,,,,,,,,,,,,,,,,Parent group reference with NULL filtering,Column referenced in IX_ApprovalStepVerticalGroup_Parent index with WHERE condition
dbo,ApprovalStepVerticalGroup,,,,,,,,,,,,,,,,,,IX_ApprovalStepVerticalGroup_Step,ApprovalStepId ASC,NONCLUSTERED,No,Approval step reference,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalStepVerticalGroup,,,ApprovalStepId,,,,,,,,,,,,,,,,,,,Approval step identification,Column referenced in IX_ApprovalStepVerticalGroup_Step index
dbo,ApprovalStepVerticalGroupMember,,,,,,,,,,,,,,,,,,IX_VerticalGroupMember_HorizontalGroup,HorizontalGroupId ASC,NONCLUSTERED,No,Horizontal group reference,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalStepVerticalGroupMember,,,HorizontalGroupId,,,,,,,,,,,,,,,,,,,Horizontal group identification,Column referenced in IX_VerticalGroupMember_HorizontalGroup index
dbo,ApprovalStepVerticalGroupMember,,,,,,,,,,,,,,,,,,IX_VerticalGroupMember_VerticalGroup,VerticalGroupId ASC,NONCLUSTERED,No,Vertical group reference,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalStepVerticalGroupMember,,,VerticalGroupId,,,,,,,,,,,,,,,,,,,Vertical group identification,Column referenced in IX_VerticalGroupMember_VerticalGroup index
dbo,ApprovalTask,,,,,,,,,,,,,,,,,,IX_ApprovalTask_AssignedUser,"AssignedToId ASC, Status ASC, Priority ASC",NONCLUSTERED,No,"User assignment with status and priority filtering","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalTask,,,AssignedToId,,,,,,,,,,,,,,,,,,,User assignment identification,Column referenced in IX_ApprovalTask_AssignedUser index
dbo,ApprovalTask,,,Status,,,,,,,,,,,,,,,,,,,Task status tracking,Column referenced in IX_ApprovalTask_AssignedUser and IX_ApprovalTask_DueDate indexes
dbo,ApprovalTask,,,Priority,,,,,,,,,,,,,,,,,,,Task priority classification,Column referenced in IX_ApprovalTask_AssignedUser index
dbo,ApprovalTask,,,,,,,,,,,,,,,,,,IX_ApprovalTask_DueDate,"DueDate ASC, Status ASC",NONCLUSTERED,No,"Due date filtering with status and NULL condition","WHERE ([DueDate] IS NOT NULL), PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalTask,,,DueDate,,,,,,,,,,,,,,,,,,,Due date tracking with NULL filtering,Column referenced in IX_ApprovalTask_DueDate index with WHERE condition
dbo,ApprovalTask,,,,,,,,,,,,,,,,,,IX_ApprovalTask_Instance,"InstanceId ASC, TaskOrder ASC",NONCLUSTERED,No,Instance and task order filtering,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalTask,,,InstanceId,,,,,,,,,,,,,,,,,,,Instance identification,Column referenced in IX_ApprovalTask_Instance index
dbo,ApprovalTask,,,TaskOrder,,,,,,,,,,,,,,,,,,,Task ordering,Column referenced in IX_ApprovalTask_Instance index
dbo,ApprovalTask,,,,,,,,,,,,,,,,,,IX_ApprovalTask_TaskGroup,TaskGroupId ASC,NONCLUSTERED,No,"Task group filtering with NULL condition","WHERE ([TaskGroupId] IS NOT NULL), PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,ApprovalTask,,,TaskGroupId,,,,,,,,,,,,,,,,,,,Task group identification with NULL filtering,Column referenced in IX_ApprovalTask_TaskGroup index with WHERE condition
