Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,FieldChangeHistory,,,,,,,,,,,,,,,,,,IX_FieldChangeHistory_Instance,"InstanceId ASC, ChangedAt ASC",NONCLUSTERED,No,Composite index enforces ordering on InstanceId and ChangedAt,Index for instance-based change tracking
dbo,FieldChangeHistory,,,InstanceId,,,,,,,,,,,,,,,IX_FieldChangeHistory_Instance,"InstanceId ASC, ChangedAt ASC",NONCLUSTERED,No,Column used for instance identification,Instance-level change tracking
dbo,FieldChangeHistory,,,,,,,,,,,,,,,,,,IX_FieldChangeHistory_Significant,"IsSignificantChange ASC, ChangedAt ASC",NONCLUSTERED,No,Filtered index on significant changes only,"Index with WHERE clause: IsSignificantChange=1"
dbo,FieldChangeHistory,,,IsSignificantChange,BIT,,,,,,,,,,,,,,,IX_FieldChangeHistory_Significant,"IsSignificantChange ASC, ChangedAt ASC",NONCLUSTERED,No,Boolean column for significant change flag,"Filtered index condition: IsSignificantChange=1"
dbo,FieldPermission,,,,,,,,,,,,,,,,,,IX_FieldPermission_Parameter,ParameterId ASC,NONCLUSTERED,No,Index enforces ordering on ParameterId,Index for parameter-based field permissions
dbo,FieldPermission,,,ParameterId,,,,,,,,,,,,,,,IX_FieldPermission_Parameter,ParameterId ASC,NONCLUSTERED,No,Column used for parameter identification,Links field permissions to parameters
dbo,FieldPermission,,,,,,,,,,,,,,,,,,IX_FieldPermission_Role,RoleId ASC,NONCLUSTERED,No,Index enforces ordering on RoleId,Index for role-based field permissions
dbo,FieldPermission,,,RoleId,,,,,,,,,,,,,,,IX_FieldPermission_Role,RoleId ASC,NONCLUSTERED,No,Column used for role identification,Links field permissions to roles
dbo,FieldPermission,,,,,,,,,,,,,,,,,,IX_FieldPermission_WorkflowDefinition,WorkflowDefinitionId ASC,NONCLUSTERED,No,Index enforces ordering on WorkflowDefinitionId,Index for workflow-based field permissions
dbo,FieldPermission,,,WorkflowDefinitionId,,,,,,,,,,,,,,,IX_FieldPermission_WorkflowDefinition,WorkflowDefinitionId ASC,NONCLUSTERED,No,Column used for workflow definition identification,Links field permissions to workflow definitions
dbo,GLJournalEntryDetail,,,,,,,,,,,,,,,,,,IX_GLJournalEntryDetail_JournalEntryStatusTypeId,JournalEntryStatusTypeId ASC,NONCLUSTERED,No,Index enforces ordering on JournalEntryStatusTypeId,Index for GL journal entry detail status tracking
dbo,GLJournalEntryDetail,,,JournalEntryStatusTypeId,,,,,,,,,,,,,,,IX_GLJournalEntryDetail_JournalEntryStatusTypeId,JournalEntryStatusTypeId ASC,NONCLUSTERED,No,Column used for journal entry status type,Status tracking for GL journal entry details
dbo,GLJournalEntryHeader,,,,,,,,,,,,,,,,,,IX_GLJournalEntryHeader_JournalEntryStatusTypeId,JournalEntryStatusTypeId ASC,NONCLUSTERED,No,Index enforces ordering on JournalEntryStatusTypeId,Index for GL journal entry header status tracking
dbo,GLJournalEntryHeader,,,JournalEntryStatusTypeId,,,,,,,,,,,,,,,IX_GLJournalEntryHeader_JournalEntryStatusTypeId,JournalEntryStatusTypeId ASC,NONCLUSTERED,No,Column used for journal entry status type,Status tracking for GL journal entry headers
dbo,JournalSequence,,,,,,,,,,,,,,,,,,IX_JournalSequence_EntityId_FiscalYear,"EntityId ASC, FiscalYear ASC",NONCLUSTERED,No,Composite index enforces ordering on EntityId and FiscalYear,Multi-column index for journal sequence management
dbo,JournalSequence,,,EntityId,,,,,,,,,,,,,,,IX_JournalSequence_EntityId_FiscalYear,"EntityId ASC, FiscalYear ASC",NONCLUSTERED,No,Column used for entity identification in journal sequences,First column in composite index
dbo,JournalSequence,,,FiscalYear,,,,,,,,,,,,,,,IX_JournalSequence_EntityId_FiscalYear,"EntityId ASC, FiscalYear ASC",NONCLUSTERED,No,Column used for fiscal year in journal sequences,Second column in composite index
dbo,MakerCheckerValidation,,,,,,,,,,,,,,,,,,IX_MakerCheckerValidation_ApprovalRule,ApprovalRuleId ASC,NONCLUSTERED,No,Index enforces ordering on ApprovalRuleId,Index for maker-checker approval rule validation
dbo,MakerCheckerValidation,,,ApprovalRuleId,,,,,,,,,,,,,,,IX_MakerCheckerValidation_ApprovalRule,ApprovalRuleId ASC,NONCLUSTERED,No,Column used for approval rule identification,Links validation to approval rules in maker-checker process
