Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,WorkflowTransition,,N/A,TransitionId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,WorkflowDefinitionId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,SourceStateId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,TargetStateId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,TransitionName,nvarchar(100),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,TransitionType,nvarchar(50),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,Priority,int,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,RequiresComment,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,RequiresJustification,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,TransitionConditions,nvarchar(max),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTransition,,N/A,IsSystemTransition,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,CreatedDate,datetime2(7),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTransition,,N/A,ModifiedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTransition,,N/A,ModifiedDate,datetime2(7),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTransition,,N/A,TransitionId,uniqueidentifier,No,,,PK,PK_WorkflowTransition,TransitionId,PRIMARY KEY CLUSTERED ([TransitionId] ASC),,,,,,,PK_WorkflowTransition,TransitionId,CLUSTERED,Yes,Primary Key constraint,
dbo,WorkflowTrigger,,N/A,TriggerId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,ApprovalRuleId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,WorkflowDefinitionId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTrigger,,N/A,ModuleFunctionId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,PermissionId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTrigger,,N/A,TriggerCondition,nvarchar(50),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,TriggerOnCreate,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,TriggerOnUpdate,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,TriggerOnDelete,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,TriggerMetadata,nvarchar(max),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTrigger,,N/A,IsActive,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,CreatedDate,datetime2(7),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowTrigger,,N/A,ModifiedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTrigger,,N/A,ModifiedDate,datetime2(7),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowTrigger,,N/A,TriggerId,uniqueidentifier,No,,,PK,PK_WorkflowTrigger,TriggerId,PRIMARY KEY CLUSTERED ([TriggerId] ASC),,,,,,,PK_WorkflowTrigger,TriggerId,CLUSTERED,Yes,Primary Key constraint,
dbo,WorkflowTrigger,,N/A,ApprovalRuleId,uniqueidentifier,No,,,UK,UQ_WorkflowTrigger,"ApprovalRuleId, ModuleFunctionId",UNIQUE NONCLUSTERED ([ApprovalRuleId] ASC [ModuleFunctionId] ASC),,,,,,,UQ_WorkflowTrigger,"ApprovalRuleId, ModuleFunctionId",NONCLUSTERED,Yes,Unique constraint on multiple columns,
dbo,WorkflowTrigger,,N/A,ModuleFunctionId,uniqueidentifier,No,,,UK,UQ_WorkflowTrigger,"ApprovalRuleId, ModuleFunctionId",UNIQUE NONCLUSTERED ([ApprovalRuleId] ASC [ModuleFunctionId] ASC),,,,,,,UQ_WorkflowTrigger,"ApprovalRuleId, ModuleFunctionId",NONCLUSTERED,Yes,Unique constraint on multiple columns,
dbo,WorkflowType,,N/A,WorkflowTypeId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowType,,N/A,TypeCode,nvarchar(50),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowType,,N/A,TypeName,nvarchar(100),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowType,,N/A,TypeCategory,nvarchar(50),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowType,,N/A,Description,nvarchar(255),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowType,,N/A,DefaultFeatures,nvarchar(max),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowType,,N/A,IsActive,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowType,,N/A,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowType,,N/A,CreatedDate,datetime2(7),No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,WorkflowType,,N/A,ModifiedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowType,,N/A,ModifiedDate,datetime2(7),Yes,,,,,,,,,,,,,,,,Nullable field,
dbo,WorkflowType,,N/A,WorkflowTypeId,uniqueidentifier,No,,,PK,PK_WorkflowType,WorkflowTypeId,PRIMARY KEY CLUSTERED ([WorkflowTypeId] ASC),,,,,,,PK_WorkflowType,WorkflowTypeId,CLUSTERED,Yes,Primary Key constraint,
dbo,WorkflowType,,N/A,TypeCode,nvarchar(50),No,,,UK,UQ_WorkflowType_Code,TypeCode,UNIQUE NONCLUSTERED ([TypeCode] ASC),,,,,,,UQ_WorkflowType_Code,TypeCode,NONCLUSTERED,Yes,Unique constraint,
tag,BankAccount,,N/A,BankAccountId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,BankAccount,,N/A,TagId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,BankAccount,,N/A,IsActive,bit,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,BankAccount,,N/A,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,BankAccount,,N/A,CreatedDate,datetime,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,BankAccount,,N/A,ModifiedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,BankAccount,,N/A,ModifiedDate,datetime,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,BankAccount,,N/A,BankAccountId,uniqueidentifier,No,,,PK,PRIMARY KEY,"BankAccountId, TagId",PRIMARY KEY CLUSTERED ([BankAccountId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"BankAccountId, TagId",CLUSTERED,Yes,Composite Primary Key constraint,
tag,BankAccount,,N/A,TagId,uniqueidentifier,No,,,PK,PRIMARY KEY,"BankAccountId, TagId",PRIMARY KEY CLUSTERED ([BankAccountId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"BankAccountId, TagId",CLUSTERED,Yes,Composite Primary Key constraint,
tag,Customer,,N/A,CustomerId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Customer,,N/A,TagId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Customer,,N/A,IsActive,bit,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,Customer,,N/A,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Customer,,N/A,CreatedDate,datetime,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Customer,,N/A,CustomerId,uniqueidentifier,No,,,PK,PRIMARY KEY,"CustomerId, TagId",PRIMARY KEY CLUSTERED ([CustomerId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"CustomerId, TagId",CLUSTERED,Yes,Composite Primary Key constraint,
tag,Customer,,N/A,TagId,uniqueidentifier,No,,,PK,PRIMARY KEY,"CustomerId, TagId",PRIMARY KEY CLUSTERED ([CustomerId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"CustomerId, TagId",CLUSTERED,Yes,Composite Primary Key constraint,
tag,Document,,N/A,DocumentId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Document,,N/A,TagId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Document,,N/A,IsActive,bit,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,Document,,N/A,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Document,,N/A,CreatedDate,datetime,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Document,,N/A,ModifiedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,Document,,N/A,ModifiedDate,datetime,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,Document,,N/A,DocumentId,uniqueidentifier,No,,,PK,PRIMARY KEY,"DocumentId, TagId",PRIMARY KEY CLUSTERED ([DocumentId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"DocumentId, TagId",CLUSTERED,Yes,Composite Primary Key constraint,
tag,Document,,N/A,TagId,uniqueidentifier,No,,,PK,PRIMARY KEY,"DocumentId, TagId",PRIMARY KEY CLUSTERED ([DocumentId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"DocumentId, TagId",CLUSTERED,Yes,Composite Primary Key constraint,
tag,Enterprise,,N/A,EnterpriseId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Enterprise,,N/A,TagId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Enterprise,,N/A,IsActive,bit,Yes,,,,,,,,,,,,,,,,Nullable field,
tag,Enterprise,,N/A,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Enterprise,,N/A,CreatedDate,datetime,No,,,,,,,,,,,,,,,,NOT NULL constraint,
tag,Enterprise,,N/A,EnterpriseId,uniqueidentifier,No,,,PK,PRIMARY KEY,"EnterpriseId, TagId",PRIMARY KEY CLUSTERED ([EnterpriseId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"EnterpriseId, TagId",CLUSTERED,Yes,Composite Primary Key constraint,
tag,Enterprise,,N/A,TagId,uniqueidentifier,No,,,PK,PRIMARY KEY,"EnterpriseId, TagId",PRIMARY KEY CLUSTERED ([EnterpriseId] ASC [TagId] ASC),,,,,,,PRIMARY KEY,"EnterpriseId, TagId",CLUSTERED,Yes,Composite Primary Key constraint
