Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,FeatureType,,N/A,FeatureTypeId,uniqueidentifier,No,,,PK,,FeatureTypeId,PRIMARY KEY CLUSTERED ([FeatureTypeId] ASC),,,,,,,PK_FeatureType_FeatureTypeId,FeatureTypeId ASC,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,FeatureType,,N/A,TypeCode,nvarchar(50),No,,,UK,,TypeCode,UNIQUE NONCLUSTERED ([TypeCode] ASC),,,,,,,UK_FeatureType_TypeCode,TypeCode ASC,NONCLUSTERED,Yes,NOT NULL and UNIQUE constraints enforced,Unique constraint on TypeCode
dbo,FIEntitlement,,N/A,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FIEntitlement,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FIEntitlement,,N/A,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FileType,,N/A,FileTypeId,int IDENTITY(1,1),No,,,PK,PK_FileType,FileTypeId,PRIMARY KEY CLUSTERED ([FileTypeId] ASC),,,,,,,PK_FileType,FileTypeId ASC,CLUSTERED,Yes,NOT NULL constraint enforced; IDENTITY column,Primary key with clustered index and identity
dbo,FileType,,N/A,TypeCode,nvarchar(50),No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FileType,,N/A,TypeValue,nvarchar(50),No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FileType,,N/A,Description,nvarchar(255),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FileType,,N/A,Extension,nvarchar(20),No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FileType,,N/A,MimeType,nvarchar(100),No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FileType,,N/A,IsActive,bit,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FileType,,N/A,CreatedBy,uniqueidentifier,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FileType,,N/A,CreatedDate,datetime2(7),No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FileType,,N/A,UpdatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FileType,,N/A,UpdatedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitution,,N/A,FinancialInstitutionId,uniqueidentifier,No,,,PK,PK__FinancialInstitution,FinancialInstitutionId,PRIMARY KEY CLUSTERED ([FinancialInstitutionId] ASC),,,,,,,PK__FinancialInstitution,FinancialInstitutionId ASC,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,FinancialInstitution,,N/A,Name,varchar(255),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitution,,N/A,IsActive,bit,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitution,,N/A,CreatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitution,,N/A,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitution,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitution,,N/A,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitution,,N/A,BusinessPartyId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FinancialInstitutions,,N/A,FinancialInstitutionId,int IDENTITY(1,1),No,,,PK,,FinancialInstitutionId,PRIMARY KEY CLUSTERED ([FinancialInstitutionId] ASC),,,,,,,PK_FinancialInstitutions_FinancialInstitutionId,FinancialInstitutionId ASC,CLUSTERED,Yes,NOT NULL constraint enforced; IDENTITY column,Primary key with clustered index and identity
dbo,FinancialInstitutions,,N/A,Name,nvarchar(100),No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FiscalCalendarDetail,,N/A,CalendarPatternNameId,uniqueidentifier,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FiscalCalendarDetail,,N/A,FiscalYearNumber,int,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FiscalCalendarDetail,,N/A,FiscalPeriodNumber,int,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FiscalCalendarDetail,,N/A,PeriodStartDate,date,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,PeriodEndDate,date,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,CreatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,Status,varchar(50),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,CustomerId,uniqueidentifier,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,FiscalCalendarDetail,,N/A,EntityId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,FiscalCalendarDetail,,N/A,FiscalCalendardetailId,uniqueidentifier,No,,,PK,PK_FiscalCalendardetail_FiscalCalendardetailId,FiscalCalendardetailId,PRIMARY KEY CLUSTERED ([FiscalCalendardetailId] ASC),,,,,,,PK_FiscalCalendardetail_FiscalCalendardetailId,FiscalCalendardetailId ASC,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,FiscalCalendarDetail,,N/A,CalendarPatternNameId,uniqueidentifier,No,,,UK,UQ_FiscalCalendarDetail,"CalendarPatternNameId, FiscalYearNumber, FiscalPeriodNumber, EntityId",UNIQUE NONCLUSTERED ([CalendarPatternNameId] ASC [FiscalYearNumber] ASC [FiscalPeriodNumber] ASC [EntityId] ASC),,,,,,,UQ_FiscalCalendarDetail,"CalendarPatternNameId ASC, FiscalYearNumber ASC, FiscalPeriodNumber ASC, EntityId ASC",NONCLUSTERED,Yes,NOT NULL and UNIQUE constraints enforced,Unique constraint on multiple columns
dbo,FiscalCalendarDetail,,N/A,FiscalYearNumber,int,No,,,UK,UQ_FiscalCalendarDetail,"CalendarPatternNameId, FiscalYearNumber, FiscalPeriodNumber, EntityId",UNIQUE NONCLUSTERED ([CalendarPatternNameId] ASC [FiscalYearNumber] ASC [FiscalPeriodNumber] ASC [EntityId] ASC),,,,,,,UQ_FiscalCalendarDetail,"CalendarPatternNameId ASC, FiscalYearNumber ASC, FiscalPeriodNumber ASC, EntityId ASC",NONCLUSTERED,Yes,NOT NULL and UNIQUE constraints enforced,Unique constraint on multiple columns
dbo,FiscalCalendarDetail,,N/A,FiscalPeriodNumber,int,No,,,UK,UQ_FiscalCalendarDetail,"CalendarPatternNameId, FiscalYearNumber, FiscalPeriodNumber, EntityId",UNIQUE NONCLUSTERED ([CalendarPatternNameId] ASC [FiscalYearNumber] ASC [FiscalPeriodNumber] ASC [EntityId] ASC),,,,,,,UQ_FiscalCalendarDetail,"CalendarPatternNameId ASC, FiscalYearNumber ASC, FiscalPeriodNumber ASC, EntityId ASC",NONCLUSTERED,Yes,NOT NULL and UNIQUE constraints enforced,Unique constraint on multiple columns
dbo,FiscalCalendarDetail,,N/A,EntityId,uniqueidentifier,Yes,,,UK,UQ_FiscalCalendarDetail,"CalendarPatternNameId, FiscalYearNumber, FiscalPeriodNumber, EntityId",UNIQUE NONCLUSTERED ([CalendarPatternNameId] ASC [FiscalYearNumber] ASC [FiscalPeriodNumber] ASC [EntityId] ASC),,,,,,,UQ_FiscalCalendarDetail,"CalendarPatternNameId ASC, FiscalYearNumber ASC, FiscalPeriodNumber ASC, EntityId ASC",NONCLUSTERED,Yes,Nullable but part of UNIQUE constraint,Unique constraint on multiple columns
dbo,GLAllocationDetail,,N/A,GLAllocationDetailId,uniqueidentifier,No,,,PK,,GLAllocationDetailId,PRIMARY KEY CLUSTERED ([GLAllocationDetailId] ASC),,,,,,,PK_GLAllocationDetail_GLAllocationDetailId,GLAllocationDetailId ASC,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,GLAllocationDetail,,N/A,CustomerId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,GLAllocationHeaderId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,AccountName,varchar(100),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,AllocationPercentage,decimal(18,2),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,Description,varchar(255),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,CreatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,Status,varchar(50),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,DeactivatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,DeactivatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,COANameId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationDetail,,N/A,Tags,varchar(255),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,GLAllocationHeaderId,uniqueidentifier,No,,,PK,,GLAllocationHeaderId,PRIMARY KEY CLUSTERED ([GLAllocationHeaderId] ASC),,,,,,,PK_GLAllocationHeader_GLAllocationHeaderId,GLAllocationHeaderId ASC,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,GLAllocationHeader,,N/A,EntityId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,CustomerId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,AllocationName,varchar(100),Yes,,,UK,,AllocationName,UNIQUE NONCLUSTERED ([AllocationName] ASC),,,,,,,UK_GLAllocationHeader_AllocationName,AllocationName ASC,NONCLUSTERED,Yes,Nullable but UNIQUE constraint enforced,Unique constraint on AllocationName
dbo,GLAllocationHeader,,N/A,Description,varchar(255),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,AllocationMethod,varchar(50),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,IsActive,bit,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,CreatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,Status,varchar(50),Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,DeactivatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,DeactivatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,
dbo,GLAllocationHeader,,N/A,Tags,varchar(255),Yes,,,None,,,,,,,,,,,,,Nullable field
